"","products_sold","product_category","quality","satisfaction","discount","retail_price","perc_physical","market_size"
"498",199102,"toys","off_brand",4.6,7,16,77.9,2464
"499",113491,"toys","off_brand",4.2,7,18,83.1,1623
"500",115434,"toys","premium",4,3,28,28.8,1895
"501",138647,"health","premium",4.8,8,25,43.7,1713
"502",208338,"other","premium",4.5,15,19,31.8,2184
"503",232554,"health","premium",4.5,2,31,50.8,3574
"504",154164,"other","premium",4.4,6,24,30.3,1374
"505",163709,"health","off_brand",4.6,7,27,5,2137
"506",149000,"health","premium",3.5,14,15,53.6,2856
"507",85114,"toys","premium",4.6,4,32,NA,1051
"508",203010,"other","off_brand",4.7,3,25,62,2463
"509",201510,"other","off_brand",4.3,5,15,NA,2696
"510",119285,"toys","premium",4.3,11,28,71.1,1483
"511",142030,"other","premium",4.2,3,10,30.8,1848
"512",80982,"toys","off_brand",4.6,5,19,78.6,847
"513",153744,"health","off_brand",4,3,NA,59.8,2241
"514",93351,"health","premium",4.7,2,26,53.7,1110
"515",124998,"health","premium",3.8,11,17,5,1873
"516",237475,"toys","premium",4.1,6,8,34.9,4224
"517",110175,"food","off_brand",4.6,5,23,62.4,756
"518",186302,"toys","premium",4.9,11,22,50.6,2550
"519",76398,"health","off_brand",3.9,3,18,38.6,943
"520",180257,"toys","premium",4.6,17,24,38.2,2325
"521",193558,"health","premium",3.9,7,24,5,3196
"522",66591,"toys","off_brand",3.8,1,25,74.2,1298
"523",117489,"health","off_brand",4.5,6,11,5,1352
"524",87544,"other","premium",3.4,3,12,52.7,1089
"525",136819,"food","premium",4.5,4,26,45.7,945
"526",94091,"toys","off_brand",4,8,32,62.8,923
"527",194907,"food","off_brand",4.7,22,1,69.8,1185
"528",69756,"toys","premium",4.2,7,16,64.8,1115
"529",165196,"toys","premium",4.7,6,13,46.3,2155
"530",95015,"health","premium",3.3,3,40,62.1,2219
"531",167879,"toys","off_brand",4.8,15,30,38,1110
"532",133634,"food","premium",4.2,7,12,34.9,752
"533",167410,"health","off_brand",4.8,16,27,27.8,1193
"534",197946,"food","off_brand",4.4,6,30,102.9,2873
"535",171420,"health","off_brand",4.6,6,34,60.7,2198
"536",150396,"toys","off_brand",4,8,19,63.1,2981
"537",115626,"health","off_brand",4.6,1,22,45.8,1168
"538",103377,"toys","off_brand",4.2,5,26,45.5,2064
"539",92726,"food","premium",3.6,8,25,79,1060
"540",172335,"toys","off_brand",4.8,5,25,45.8,1980
"541",111639,"toys","off_brand",3.6,11,14,58.3,1766
"542",104732,"toys","off_brand",4,6,25,NA,728
"543",150821,"other","premium",4.7,10,18,49.4,1339
"544",131041,"toys","off_brand",4.3,4,16,67.5,1301
"545",184598,"toys","off_brand",4.6,9,22,NA,2476
"546",81021,"other","premium",3.6,5,23,12.3,1029
"547",107652,"health","off_brand",4.3,10,12,18,1042
"548",52532,"health","premium",4,5,19,38.3,733
"549",121417,"toys","off_brand",3.9,3,12,72.5,2655
"550",88931,"other","premium",4,14,39,27.1,820
"551",57613,"toys","premium",4.3,13,29,34.6,999
"552",132003,"food","off_brand",3.9,5,1,49.2,918
"553",130653,"toys","off_brand",3.3,9,NA,29.2,2775
"554",168739,"health","premium",4.5,2,16,40.1,2638
"555",187092,"other","premium",4.2,4,21,52.5,3120
"556",134008,"toys","premium",4.5,5,13,56.8,1206
"557",82142,"health","premium",4.6,2,28,23.3,1217
"558",145198,"other","off_brand",4.8,7,31,78.4,1068
"559",205228,"health","off_brand",3.6,9,18,45.6,3434
"560",157684,"other","premium",4.8,13,22,43.8,757
"561",157723,"toys","off_brand",4.4,5,30,25.7,3198
"562",85089,"toys","off_brand",2.8,1,11,42.3,2282
"563",108803,"toys","premium",4.4,18,25,24,1080
"564",193021,"toys","off_brand",4.5,7,31,56.2,2369
"565",219142,"health","off_brand",4.2,10,18,78.6,2502
"566",100698,"other","off_brand",4.3,7,21,64.2,973
"567",218329,"health","off_brand",4.5,8,NA,71.7,2879
"568",148495,"health","premium",4.8,6,15,41.6,1101
"569",200026,"toys","off_brand",4,2,11,47.7,3560
"570",120029,"toys","premium",4.3,8,28,47.6,1146
"571",156064,"toys","premium",4.1,12,25,26.9,2737
"572",82797,"toys","off_brand",4.7,2,27,28.5,953
"573",188444,"other","off_brand",3.7,6,16,63.1,3191
"574",79576,"food","premium",2.9,9,19,42.2,1266
"575",181999,"health","premium",4.6,207,23,49.3,2655
"576",254644,"health","off_brand",4.8,8,22,44.8,3075
"577",127566,"health","off_brand",4.3,9,31,17.6,1502
"578",186253,"toys","off_brand",4.8,10,10,46.3,2133
"579",127039,"toys","off_brand",3.4,18,19,38.1,974
"580",87558,"health","off_brand",4.1,5,11,88,1162
"581",205015,"food","off_brand",4.8,5,15,33.2,1262
"582",102050,"other","off_brand",4.4,8,16,5,805
"583",95843,"toys","off_brand",3.5,4,14,84.2,898
"584",71583,"health","premium",3,19,13,40.7,982
"585",168452,"food","premium",3.5,2,33,23,2928
"586",218953,"health","off_brand",4.9,7,12,9.5,2473
"587",172651,"toys","off_brand",4.2,5,NA,55.1,3422
"588",142398,"toys","premium",4.7,5,NA,50.5,1081
"589",150925,"health","off_brand",4.6,4,26,68,1014
"590",161767,"toys","off_brand",4.4,8,23,73.1,2343
"591",179803,"toys","off_brand",4.6,2,NA,22.7,1988
"592",144431,"toys","off_brand",3.7,9,21,85.4,3028
"593",77556,"toys","premium",4.4,6,24,13.6,648
"594",202892,"health",NA,4.7,15,NA,5,2036
"595",128716,"toys","off_brand",4.4,4,14,67.5,1095
"596",66134,"other","premium",4,1,2,50.8,721
"597",47735,"toys","premium",3.4,8,24,48.8,902
"598",111330,"health",NA,3.9,6,29,63.6,2259
"599",146765,"food","premium",4.7,204,9,90.3,902
"600",156192,"toys","premium",4.2,11,21,61,2176
"601",107857,"toys","premium",4.1,6,24,58,973
"602",190591,"toys","premium",3.1,6,10,51.1,2742
"603",135691,"health","premium",4.1,7,23,16,1125
"604",149155,"health","off_brand",4.4,13,14,48.3,980
"605",221811,"other","off_brand",3,16,38,26.8,3773
"606",102447,"toys","off_brand",4.3,7,24,58,1584
"607",85114,"other","off_brand",3.8,6,6,79.4,714
"608",205296,"health","premium",4.6,3,23,23.3,2992
"609",115170,"health","premium",3.8,4,25,47.3,1101
"610",75279,"toys","premium",4.6,4,NA,55.6,998
"611",103168,"food","off_brand",4.4,0,16,62,1085
"612",86297,"toys","premium",3.6,2,22,80.5,1808
"613",78153,"health","off_brand",4,6,25,22.8,929
"614",196630,"other","premium",4.4,8,29,44,3343
"615",207595,"toys","off_brand",4.5,9,28,53.3,3003
"616",150727,"health","off_brand",3.8,11,12,85.5,2385
"617",124204,"health","off_brand",4.6,5,4,28.5,1045
"618",210032,"other","premium",4.8,13,16,31.8,1133
"619",167857,"food","premium",4.4,13,21,21.9,2347
"620",160240,"toys","premium",3.7,10,24,50.8,2890
"621",217378,"food","off_brand",4.8,3,26,74.5,2139
"622",118652,"food","premium",3.7,9,17,48.3,1187
"623",133965,"health","off_brand",4.4,10,15,NA,1108
"624",143529,"health","premium",3,5,26,13.6,2794
"625",230373,"health","off_brand",4.8,10,20,36.7,2511
"626",117934,"toys","premium",3.9,17,21,58.4,1166
"627",252383,"health","premium",4.7,8,20,29.4,4618
"628",127097,"toys","premium",4.1,6,12,56.5,2453
"629",186163,"health","off_brand",4.4,8,16,30.5,2192
"630",139723,"toys","premium",4.7,14,18,70.7,1188
"631",117184,"toys","off_brand",3.7,5,23,70.6,1071
"632",118308,"toys","off_brand",4.3,10,16,74.5,974
"633",160877,"health","off_brand",4.2,3,11,45.6,1858
"634",176867,"health","premium",4.6,5,26,59.2,2677
"635",223343,"toys","off_brand",4.5,0,33,76.4,3485
"636",193552,"toys","off_brand",4.6,16,15,90.4,920
"637",165994,"other","off_brand",4.2,222,26,34.6,2237
"638",164150,"toys","premium",4.6,7,14,49,1907
"639",62391,"health","off_brand",2.7,13,25,14,812
"640",179479,"other","off_brand",4.7,8,21,48.9,3021
"641",199358,"health","off_brand",4,5,13,60.1,2978
"642",135172,"food","premium",4.5,12,26,30.4,1447
"643",164467,"toys","off_brand",3.9,14,28,80.1,3023
"644",138886,"toys","off_brand",4.6,6,22,65.4,1280
"645",109483,"health",NA,4.2,4,24,71.3,1399
"646",136963,"health","off_brand",4.9,1,19,8.5,1218
"647",140335,"health","off_brand",3.3,18,NA,26.8,1895
"648",149094,"other","off_brand",2.6,17,8,5.9,2152
"649",212911,"food",NA,4.5,4,12,67.7,2943
"650",185810,"health","premium",4.3,15,16,22,2484
"651",53431,"health","premium",3.6,5,12,19.9,450
"652",226552,"health","premium",4.5,5,14,42.7,2773
"653",184148,"health",NA,4.4,9,14,34.7,2306
"654",181180,"toys","off_brand",4.8,2,25,38,2186
"655",156339,"other","off_brand",4.9,8,13,85.4,1049
"656",106754,"health","premium",4,14,27,5,1081
"657",90151,"health","off_brand",3.7,3,21,68.7,1266
"658",212466,"toys","premium",4.6,3,29,59.1,2739
"659",66691,"other","premium",4.1,2,21,20.3,711
"660",121399,"other",NA,3.7,16,25,37.9,1493
"661",98869,"toys","premium",4.4,11,26,50.5,1201
"662",96309,"health","premium",2.2,8,19,44.9,2454
"663",157273,"toys","premium",3.9,2,NA,17.5,2380
"664",60973,"toys","premium",3.6,2,25,104.5,2121
"665",220202,"toys","off_brand",4.8,7,NA,NA,2304
"666",216195,"other","premium",4.9,9,13,51.3,2750
"667",235750,"toys","off_brand",4.7,11,30,83.2,3331
"668",187329,"toys","premium",4.3,10,NA,59.2,3511
"669",107328,"toys","off_brand",3.5,1,16,36.5,2784
"670",16161,"toys","premium",3,9,29,37.4,640
"671",161432,"toys","off_brand",4.8,3,22,47.4,1222
"672",121905,"health","off_brand",4,4,18,47.2,2108
"673",175728,"toys","premium",3.2,7,12,38.5,2857
"674",174715,"toys","off_brand",4.7,7,20,88.5,1901
"675",233179,"food","off_brand",4.3,13,22,43.4,2786
"676",83364,"health","premium",3,4,13,42.9,2895
"677",129396,"toys","off_brand",4.4,11,16,62.9,804
"678",90466,"toys","off_brand",3.7,9,17,44.9,1281
"679",143424,"toys","off_brand",3.6,4,16,NA,3958
"680",144729,"other","premium",4.1,8,NA,20.2,2925
"681",115598,"toys","off_brand",4.1,9,18,54.2,886
"682",143702,"toys","premium",4.7,15,16,20.3,1002
"683",107534,"other","premium",4,9,29,48.1,1932
"684",174549,"health","premium",4.4,11,20,37.1,2430
"685",197629,"health","off_brand",4.4,13,9,27.4,1391
"686",216557,"health","off_brand",4.7,11,27,52.9,2881
"687",83520,"toys","premium",4.1,8,18,37.1,1056
"688",61953,"health","off_brand",3.6,8,19,58,916
"689",218013,"health","premium",4.4,18,17,21,3305
"690",150166,"health","premium",3.4,23,24,17.5,2043
"691",111537,"health",NA,4,6,29,46.7,984
"692",76965,"other","off_brand",3.6,7,14,49,702
"693",156264,"toys","off_brand",3.9,10,34,73.8,2353
"694",40750,"toys","premium",3.2,5,30,30.4,1492
"695",206964,"health","premium",4.5,6,33,63.6,3293
"696",134757,"food","off_brand",4.9,3,17,95.3,681
"697",127910,"food","off_brand",3.2,12,17,94.8,1038
"698",137017,"food","off_brand",4.1,13,29,48.8,699
"699",75627,"toys","off_brand",4.6,6,16,57,819
"700",120707,"health","off_brand",2.5,2,16,49.9,1922
"701",90944,"toys","premium",3.9,21,22,72.1,622
"702",171393,"health","off_brand",2.1,15,NA,59,3486
"703",96193,"toys","off_brand",4.3,9,20,65.8,775
"704",163062,"toys","off_brand",4.6,2,24,69.6,1345
"705",248149,"food",NA,4.4,13,26,69.5,3027
"706",246927,"food","off_brand",4.9,7,22,42.1,2836
"707",129951,"toys","off_brand",4.7,4,17,32.5,1143
"708",112088,"toys","off_brand",4.2,8,22,103.6,843
"709",124173,"toys","premium",3.4,12,22,44.4,2639
"710",220259,"health","off_brand",4.2,4,19,51.9,2884
"711",106148,"toys","premium",3.9,2,10,52,2292
"712",157009,"health","off_brand",4.6,14,11,26.6,894
"713",89176,"toys","premium",4.4,1,24,77.9,901
"714",216340,"toys","off_brand",4.7,21,15,56,1979
"715",126127,"toys","off_brand",4.4,8,10,45.8,1161
"716",112276,"toys","off_brand",3.3,4,17,56,2476
"717",156827,"health","off_brand",3.7,8,37,5,2183
"718",49965,"health","off_brand",3.6,7,21,44,1118
"719",165201,"health","off_brand",3.4,13,27,33.4,1831
"720",110158,"health","off_brand",4.5,10,22,71.6,1076
"721",41646,"health","premium",4,12,17,5,683
"722",119936,"toys","off_brand",4.6,6,8,62.6,1007
"723",250979,"health","off_brand",4.1,13,24,87.8,3297
"724",194477,"health","premium",4.4,6,11,62.2,2627
"725",188657,"toys","off_brand",4.4,4,10,57.8,2630
"726",196153,"toys","premium",4,21,26,39.8,3438
"727",84534,"toys","off_brand",3.7,5,23,52.5,1182
"728",98140,"other","premium",4.4,7,14,40.7,784
"729",193557,"health","off_brand",4.6,5,20,18.3,2824
"730",75357,"toys","premium",3.6,11,22,26.3,1094
"731",108829,"food","off_brand",3.6,5,30,70.8,998
"732",65179,"other","premium",3.5,8,28,65.9,999
"733",204389,"other","off_brand",4.1,12,13,89.3,2518
"734",158814,"health","off_brand",3.4,3,16,31.7,2901
"735",197509,"food","premium",4.9,8,17,51.3,1213
"736",221255,"food","off_brand",4.7,6,28,NA,2687
"737",210948,"health","premium",4.4,3,19,67.3,3588
"738",84240,"toys","premium",3.7,7,25,49.6,2439
"739",152440,"toys","off_brand",3.8,14,22,43.6,2913
"740",179210,"food","premium",4.6,7,20,29.6,2461
"741",131870,"health","off_brand",4.4,4,27,NA,1060
"742",181820,"health","premium",3.5,11,16,7.7,3668
"743",96110,"health","premium",3.5,3,19,44,2424
"744",155719,"food","premium",4.1,5,27,52.2,2999
"745",187900,"toys","premium",4.6,8,22,37.5,2714
"746",139308,"health","premium",4.2,2,NA,20.8,2377
"747",70833,"health","premium",3.8,4,21,5,1007
"748",176343,"toys","premium",4.7,8,17,68.6,2385
"749",146426,"toys","off_brand",3.9,8,NA,43,2006
"750",177803,"toys","off_brand",4.4,9,24,32.4,2527
"751",109397,"toys","premium",4.8,2,13,38.4,1007
"752",168974,"toys","off_brand",4.9,12,18,95.7,844
"753",210269,"health","premium",3.9,17,9,18.3,3813
"754",71085,"health","off_brand",3.2,5,21,64.2,1066
"755",119572,"toys","premium",3.7,9,30,53.4,2659
"756",99354,"toys","premium",2.5,5,27,101.3,2387
"757",157615,"other","premium",3.6,9,3,53.9,3403
"758",136967,"toys","off_brand",4.9,3,19,59.1,880
"759",56640,"toys","off_brand",3.2,1,9,78.1,1626
"760",274748,"other","off_brand",4.5,13,24,36.8,4085
"761",44877,"food","off_brand",3.3,181,29,70.1,817
"762",68034,"toys","premium",2.6,28,22,49,1662
"763",67223,"health","off_brand",3.6,11,22,22.3,811
"764",115448,"toys",NA,3.8,11,10,55.9,2279
"765",256333,"other","off_brand",4.7,15,12,62,3084
"766",167055,"health","premium",4.3,4,17,36.5,2476
"767",159375,"other","off_brand",4.8,4,14,56.9,1767
"768",91023,"health","off_brand",4.4,7,15,85.4,1069
"769",212252,"toys","off_brand",4.8,8,18,85.8,2319
"770",156529,"toys","off_brand",4.6,7,6,58,1103
"771",150036,"health","off_brand",4.4,2,28,38.8,2023
"772",135428,"health","off_brand",4.2,3,24,47.3,2082
"773",140906,"toys","premium",3.5,212,21,92.1,2734
"774",212871,"food","off_brand",4.9,1,10,75,2121
"775",200664,"health","off_brand",4.5,6,31,23.5,2221
"776",169028,"toys","off_brand",3.8,7,27,59.6,3260
"777",135462,"health","off_brand",4.6,8,14,91.9,929
"778",88655,"toys","off_brand",4.3,1,13,83.4,755
"779",37902,"toys","premium",4.1,6,16,34.2,796
"780",148551,"health","off_brand",3.3,12,25,99.8,2246
"781",171326,"food","off_brand",4,6,26,49.3,2695
"782",131089,"toys","off_brand",4.1,9,26,38.8,829
"783",62725,"health","premium",4,5,23,9.5,798
"784",123044,"other","off_brand",3.4,4,18,42.2,1829
"785",75955,"health",NA,4.2,4,28,45.4,656
"786",123628,"health","off_brand",4.9,8,19,70.1,709
"787",138778,"toys",NA,4,11,26,5,2013
"788",139120,"food","off_brand",3.3,4,17,52.2,2948
"789",140620,"toys","premium",4.5,9,5,65.7,990
"790",63708,"health","off_brand",3.6,4,15,30.6,1180
"791",168412,"food","off_brand",4.3,18,12,88.2,1214
"792",137208,"other","off_brand",4.3,11,1,71.6,1221
"793",136929,"toys","premium",4,8,15,78.7,2947
"794",140338,"health","premium",3.9,2,24,63.8,2282
"795",121664,"toys","off_brand",4.4,1,18,83.7,1026
"796",134612,"toys","off_brand",2.8,7,19,31.8,2842
"797",146169,"health","premium",4.3,3,NA,47.5,2619
"798",70674,"toys",NA,4.2,8,NA,70,692
"799",194481,"health","off_brand",4.7,6,17,42.9,1435
"800",183571,"food","off_brand",4.1,6,34,49.9,2520
"801",114670,"toys","off_brand",4.2,9,16,40.3,1866
"802",202137,"health","off_brand",4.8,2,16,5.8,2633
"803",125410,"toys","off_brand",4.6,2,14,66.1,1043
"804",135356,"other","off_brand",4.1,10,20,29.6,1798
"805",209073,"health","premium",4.3,22,4,55.1,2618
"806",187979,"health","off_brand",4.5,5,21,58.9,2724
"807",150183,"other","off_brand",4,1,20,61.3,2924
"808",77255,"health","premium",3.5,2,14,67.8,828
"809",150165,"toys","off_brand",4,9,11,35.5,1611
"810",223386,"health","off_brand",4.1,14,21,NA,3290
"811",93852,"health","premium",4.2,3,24,42.3,1056
"812",146945,"health","premium",4.5,6,1,21.7,1046
"813",158451,"food","premium",4.1,6,17,43.5,2226
"814",194000,"toys","off_brand",4,11,15,57.1,2625
"815",146647,"health","off_brand",4.3,2,22,37.5,1133
"816",158563,"other","premium",3.7,5,16,23.1,2645
"817",99205,"toys","off_brand",4.6,1,11,44.9,983
"818",100743,"health","premium",2.8,11,20,12.6,1775
"819",81635,"toys","premium",3.5,7,27,54.2,820
"820",84407,"toys","off_brand",4,10,25,48.9,960
"821",122568,"other","off_brand",3.8,14,20,33.4,2646
"822",206672,"toys","off_brand",4.4,8,21,44.1,2253
"823",216176,"health","premium",4,17,25,27.3,3516
"824",202293,"toys","off_brand",4.5,9,12,76.1,3204
"825",103270,"other","off_brand",4.1,4,28,40.3,802
"826",180595,"other","off_brand",4.7,10,21,43.6,2026
"827",110016,"toys","off_brand",3.6,6,15,94.7,2364
"828",143296,"toys","off_brand",4.4,8,16,89.6,1664
"829",35413,"health","off_brand",3.7,9,11,57.9,721
"830",24411,"toys","off_brand",3.8,1,24,72.8,866
"831",71784,"toys","off_brand",3.7,2,21,73.3,1224
"832",141802,"health","off_brand",3.8,4,28,40.5,2878
"833",197240,"health","off_brand",4.1,14,18,51.5,3266
"834",206262,"food","off_brand",4.4,17,NA,64.8,1314
"835",169009,"health","premium",4.6,16,33,52.3,1775
"836",125318,"health","off_brand",4.5,5,13,24.6,961
"837",141250,"health","off_brand",3.8,9,NA,67.2,1032
"838",203945,"toys","off_brand",4.5,6,7,73.7,3479
"839",89917,"toys","premium",4,4,13,42,1258
"840",117831,"other","premium",4.2,3,13,47.1,1173
"841",171857,"health","off_brand",4.6,7,20,13.3,903
"842",115673,"toys","premium",4.5,1,15,36.5,1018
"843",185385,"other","off_brand",3.5,7,17,24.7,2686
"844",118608,"health","premium",4.4,12,17,33.1,1299
"845",169770,"health","off_brand",4,5,13,45.7,2977
"846",88522,"food","off_brand",3.8,7,18,59.4,763
"847",113712,"toys","premium",4.4,6,20,52.7,1152
"848",186480,"toys",NA,4.5,2,24,50.1,2961
"849",184365,"health","premium",4.4,10,17,53,1615
"850",214333,"health","premium",4.8,5,9,43.9,2648
"851",139202,"health","premium",4.2,3,20,27.3,2462
"852",160734,"health","off_brand",4.6,1,31,33.8,2793
"853",159303,"health","premium",4.6,5,12,5,1151
"854",201653,"other",NA,4.2,15,NA,38.2,3379
"855",207101,"toys","off_brand",4.4,8,13,45.7,3074
"856",134390,"health","off_brand",3.8,6,24,58.7,2880
"857",152464,"health","premium",3.2,2,28,16.3,2459
"858",117064,"health","premium",4.4,14,26,57,886
"859",178351,"health","premium",4.7,20,33,58.3,1935
"860",170592,"toys","premium",4.4,13,12,57.9,2616
"861",264804,"health","off_brand",4.7,13,7,73.4,3310
"862",136535,"food","premium",3.7,10,20,43.8,1213
"863",96032,"other","premium",4.9,187,27,35.1,980
"864",148496,"toys","premium",3.4,24,24,59.2,2123
"865",56339,"toys","premium",3.2,5,16,39.9,966
"866",152143,"health","off_brand",4.5,6,24,53.4,1320
"867",105626,"toys","off_brand",4.3,4,18,54.8,731
"868",211953,"health","off_brand",4.8,4,22,57.5,2111
"869",126649,"food","premium",4.5,6,17,34.5,1317
"870",143309,"health","off_brand",4.1,9,18,78.1,1329
"871",174638,"health","premium",4.3,5,NA,40.1,2910
"872",117125,"toys","premium",4.5,1,12,15.4,861
"873",119277,"health","premium",3.7,10,32,60.3,1598
"874",202097,"toys","off_brand",4,17,17,63.9,3023
"875",146535,"toys",NA,4.7,6,27,56.1,966
"876",173859,"toys","premium",4.3,11,19,71.2,2557
"877",164297,"health",NA,4.4,14,29,27.5,1734
"878",181837,"health","off_brand",4.6,5,24,44.1,2440
"879",169605,"health","off_brand",4.5,22,22,NA,740
"880",103839,"toys","premium",4,16,25,39,845
"881",159133,"food","premium",3.9,194,15,40.7,1756
"882",108372,"health","off_brand",4.3,3,9,22.8,454
"883",218513,"food","off_brand",3.9,1,6,NA,3445
"884",167799,"health","off_brand",3.1,6,7,67,3396
"885",146486,"other","off_brand",4.4,16,18,40.4,1078
"886",180657,"toys","off_brand",4.4,6,12,60.4,2850
"887",88095,"toys","off_brand",4.2,16,23,67.4,488
"888",70452,"toys",NA,3.6,7,9,31.1,1046
"889",105489,"health","off_brand",4.2,10,29,18.1,1118
"890",201462,"food","off_brand",4.5,0,24,61,2241
"891",145713,"toys","premium",4.7,5,22,28.5,786
"892",151987,"toys","off_brand",4.5,8,31,70.7,2482
"893",73033,"health","off_brand",3.4,13,28,11,892
"894",119520,"food","off_brand",4.1,5,20,20.1,1430
"895",84837,"other","off_brand",4,14,13,26,1233
"896",153485,"other","premium",4.5,3,14,40,2613
"897",148684,"food","premium",4.1,13,21,36.4,1840
"898",222887,"food",NA,4.2,10,21,62.8,2594
"899",117851,"other","off_brand",4.1,2,14,58,1079
"900",175822,"food","premium",2.2,9,13,82.1,2018
"901",226702,"toys","off_brand",4.9,15,19,32.4,2662
"902",194710,"other","off_brand",4.6,223,21,62.6,2966
"903",201805,"health","premium",4.2,4,10,33.4,3438
"904",221495,"toys","off_brand",4.9,12,29,74.7,3129
"905",156552,"food","premium",4.5,14,23,47.1,858
"906",201447,"food","off_brand",4.2,16,27,45.3,2500
"907",76253,"other","off_brand",3.3,16,25,29.6,766
"908",69841,"toys","premium",3.6,9,10,48.5,832
"909",44001,"other","premium",3,2,NA,42,1358
"910",205986,"toys","off_brand",5,8,17,72.5,2673
"911",116313,"health","premium",4.5,14,24,5.5,825
"912",127984,"toys","off_brand",3.9,8,19,60.7,2777
"913",107281,"toys","premium",3.8,3,24,54.8,1994
"914",134915,"health","premium",3.5,5,32,5,3442
"915",219505,"other",NA,4.6,3,27,59.8,3436
"916",87983,"toys","premium",3.3,11,9,74.4,1566
"917",249646,"toys","premium",4.8,13,20,6.7,3587
"918",101781,"health","premium",4.5,14,20,83,1918
"919",205038,"health","off_brand",4.3,8,2,42.9,3551
"920",115960,"toys","off_brand",3.1,4,NA,56.3,2090
"921",125069,"other","off_brand",4.4,4,22,40,1223
"922",142221,"toys","off_brand",4.9,10,NA,50.3,790
"923",176794,"toys","premium",3.7,13,22,53.8,2950
"924",134408,"other","premium",3.8,6,18,47,2609
"925",167539,"health","off_brand",4.5,2,16,12.3,2134
"926",169737,"food","premium",4.7,10,14,25.9,983
"927",111421,"toys","premium",4,4,14,80.7,779
"928",128631,"toys","off_brand",4.3,15,21,52.8,681
"929",152966,"toys","premium",4.5,13,25,70.3,2014
"930",141284,"toys","premium",4.2,4,16,15.2,2361
"931",82039,"toys",NA,3.6,4,15,45.1,1107
"932",36108,"health","premium",3.4,9,19,48.1,871
"933",234532,"health","off_brand",4.4,16,10,36,2827
"934",230453,"other","off_brand",4.2,23,8,41.3,3096
"935",153395,"health","premium",3.8,8,24,37.9,2693
"936",156152,"food","off_brand",4.4,14,18,84.4,1044
"937",112292,"toys","off_brand",4.4,2,30,47.5,1070
"938",184447,"health","off_brand",3.9,12,NA,40.3,2602
"939",178916,"health","off_brand",4.6,3,24,63.2,1584
"940",143934,"toys","off_brand",4,7,17,66.5,2155
"941",152589,"toys","off_brand",4.7,9,7,47.2,987
"942",72268,"other","premium",4.6,2,9,50.2,937
"943",130749,"health","premium",4.2,10,16,39.3,878
"944",165378,"toys","off_brand",4.9,11,26,94.9,875
"945",189611,"health","off_brand",4.3,1,NA,53.2,3069
"946",91427,"health","off_brand",3.5,16,25,51.7,970
"947",125364,"health","premium",3.9,5,13,48.6,2223
"948",50182,"health","premium",3.9,2,26,69.4,788
"949",147969,"health","premium",4.6,12,14,62.9,769
"950",194322,"health","premium",4.8,4,NA,46.5,2056
"951",145326,"health","off_brand",3.8,8,30,52.9,2337
"952",126894,"toys","off_brand",4.2,6,23,49,1314
"953",148530,"health","off_brand",4.2,12,17,NA,2185
"954",243280,"toys","premium",4.3,5,9,89,4168
"955",196454,"health","premium",4.6,15,NA,NA,2584
"956",217485,"health","off_brand",4.3,11,10,5,2731
"957",191732,"food","off_brand",4.5,8,33,50.1,2431
"958",152858,"health","off_brand",3.8,3,17,NA,2345
"959",185207,"health",NA,4.1,18,26,65.2,3116
"960",120515,"food","off_brand",3.3,13,25,65.3,916
"961",108970,"toys","premium",4.1,8,13,72.9,1159
"962",156736,"health","premium",4.6,11,20,46.5,605
"963",187089,"toys","premium",4.7,3,30,77,2912
"964",181371,"other","off_brand",4.8,9,14,27.6,947
"965",204539,"health","off_brand",3.9,4,18,42.6,3861
"966",135331,"toys","off_brand",3.5,3,33,37.6,2841
"967",112894,"health","premium",4.2,13,10,19.3,1579
"968",153389,"health","off_brand",4.7,4,24,51.8,1156
"969",33788,"health","off_brand",2.9,1,25,66.1,686
"970",115678,"toys","off_brand",4.5,15,27,53.7,1130
"971",121491,"health",NA,4.6,11,19,48.8,639
"972",178441,"toys","premium",4.6,7,21,67.6,2316
"973",87386,"toys","off_brand",3.9,4,17,5,2463
"974",74910,"other","premium",4,10,NA,28.2,641
"975",259892,"other",NA,4.6,13,11,NA,3426
"976",158004,"health","premium",4.7,21,12,27,847
"977",107694,"health",NA,3.9,16,16,49.3,1058
"978",223995,"health","off_brand",4.8,5,14,55.3,2266
"979",113420,"toys","off_brand",4.4,7,22,70.8,878
"980",132180,"other","off_brand",3.7,2,15,19.6,2296
"981",62211,"toys","premium",3.8,6,31,55.8,752
"982",137924,"toys","off_brand",4.3,15,18,92.5,952
"983",115543,"food","off_brand",4.2,5,14,58.6,998
"984",126024,"toys","off_brand",4.4,10,18,64.5,981
"985",181510,"other","premium",4.8,7,18,26.7,2591
"986",185277,"toys","off_brand",4.3,6,7,83.7,2156
"987",95134,"toys",NA,3.6,12,26,31.6,1978
"988",219841,"health","off_brand",4.9,3,11,42,2632
"989",81559,"health","premium",4.1,6,20,61.5,1549
"990",115365,"toys","off_brand",4.1,1,19,37.2,1580
"991",141112,"toys","off_brand",2.6,16,20,84.3,2374
"992",144661,"other","off_brand",4.3,11,12,54.2,2014
"993",246935,"health",NA,4.5,19,6,39.3,2765
"994",120919,"toys","off_brand",3.1,14,19,79.1,2338
"995",228732,"toys","off_brand",4.7,15,6,48.6,3472
"996",215618,"food",NA,4.1,6,NA,39.8,3416
"997",149494,"health","premium",4.5,7,27,43.3,2457
"998",153736,"other","off_brand",4.4,9,22,43.3,1963
